1       1.15
2       1.6
3       1.6
4       1.2
5       1.4
6       3.0
8       5.0
9       3.2
10      3.2
11      2.0
12      2.0
13      2.0
14      3.0
15      1.6
16      1.5
17      2.0
18      2.5
19      2.0
20      2.0
21      3.0
22      2.0
23      1.3
